demande;motif;groupe_motif
Bonjour Je souhaiterais avoir des renseignements sur la première inscription de mon enfant;Première Inscription scolaire-changement d'école;03 - Education
Bonjour je souhaite changer l'école de mes enfants;Première Inscription scolaire-changement d'école;03 - Education
j'essaie de tenir une dérogation pour inscrire mon fils dans un autre secteur que celui où on est rattaché;Première Inscription scolaire-changement d'école;03 - Education
je vais pour la pour une première inscription de mon enfant dans une école publique;Première Inscription scolaire-changement d'école;03 - Education
je souhaite inscrire mon bébé à l'école;Première Inscription scolaire-changement d'école;03 - Education
je sais tout ? Parce que mon fils dans un autre secteur que celui où nous sommes rattaché;Première Inscription scolaire-changement d'école;03 - Education
Bonjour J'ai un je viens de déménager mon petit est scolarisé donc je viens voir s'il faut que je le change d'école ou pas;Première Inscription scolaire-changement d'école;03 - Education
ma fille a changé d'école là une dernière et je voudrais faire sa première inscription;Première Inscription scolaire-changement d'école;03 - Education
je viens pour une première inscription de mon enfant dans une école publique;Première Inscription scolaire-changement d'école;03 - Education
je souhaite obtenir une dérogation pour inscrire mon fils dans un autre secteur que celui où nous sommes rattaché;Première Inscription scolaire-changement d'école;03 - Education
obtenir une dérogation pour inscrire mon fils dans un autre secteur que celui où nous sommes rattaché;Première Inscription scolaire-changement d'école;03 - Education
je souhaite obtenir une dérogation pour inscrire mon fils dans un autre secteur que celui ou sommes rattachés;Première Inscription scolaire-changement d'école;03 - Education
je viens de déménager c'est ici pour s'inscrire;Première Inscription scolaire-changement d'école;03 - Education
chien pour avoir des renseignements pour un changement d'école;Première Inscription scolaire-changement d'école;03 - Education
j'aimerais faire changer ma fille d'école;Première Inscription scolaire-changement d'école;03 - Education
je souhaite obtenir une dérogation pour inscrire mon fils dans une autre un autre secteur que celui où nous sommes rattaché;Première Inscription scolaire-changement d'école;03 - Education
photos de tenir une dérogation pour inscrire mon fils dans un autre secteur que celui où nous sommes rattache;Première Inscription scolaire-changement d'école;03 - Education
j'ai besoin d'inscrire mon enfant qui rentre à l'école maternelle cette année;Première Inscription scolaire-changement d'école;03 - Education
je viens pour une première inscription de mon enfant dans une école publique;Première Inscription scolaire-changement d'école;03 - Education
on déménage là j'aurai inscrire mon enfant à un autre endroit;Première Inscription scolaire-changement d'école;03 - Education
mon enfant est en âge d'aller à la maternelle et j'aurais voulu inscrire au niveau de la la petite école qui à côté de chez moi rue Charles de Gaulle;Première Inscription scolaire-changement d'école;03 - Education
je viens pour une première inscription de mon enfant dans une école publique;Première Inscription scolaire-changement d'école;03 - Education
bonjour je viens pour mon certificat de radiation par rapport à changement d'école de mon fils;Première Inscription scolaire-changement d'école;03 - Education
je viens de déménager sur Roanne et je veux inscrire mon gamin à l'école;Première Inscription scolaire-changement d'école;03 - Education
je souhaite changer l'école de mes enfants;Première Inscription scolaire-changement d'école;03 - Education
bonjour je vais déménager je souhaiterais changer d'école mes enfants;Première Inscription scolaire-changement d'école;03 - Education
je viens pour une première inscription de mon enfant dans une école publique;Première Inscription scolaire-changement d'école;03 - Education
mon enfant Roxane été à la crèche l'an dernier et aller en petite section cette année je voudrais connaître les démarches à faire;Première Inscription scolaire-changement d'école;03 - Education
je souhaite changer l'école de mes enfants;Première Inscription scolaire-changement d'école;03 - Education
je souhaite obtenir une dérogation pour inscrire mon fils dans un autre secteur que celui où nous sommes rattaché;Première Inscription scolaire-changement d'école;03 - Education
Bonjour j'ai déménagé je voudrais inscrire mon fiston à l'école primaire de Saint-Georges-d'Orques pouvez-vous me dire quel papier me faudra-t-il merci;Première Inscription scolaire-changement d'école;03 - Education
on vient de passer en cours élémentaire comment quel papier dois-je apporter s'il vous plaît;Première Inscription scolaire-changement d'école;03 - Education
je veux inscrire mon enfant l'école je souhaite je souhaite savoir que je dois faire quelle procédure à suivre et je préparais aussi;Première Inscription scolaire-changement d'école;03 - Education
bonjour on a déménagé et j'aimerais bien inscrire ma petite fille de 3 ans dans une nouvelle école;Première Inscription scolaire-changement d'école;03 - Education
bonjour nous habitions Saint-Jean-de-Védas et nous allons déménager sur la commune de Lunel je voudrais savoir la procédure à suivre pour l'inscription à l'école;Première Inscription scolaire-changement d'école;03 - Education
bonjour je viens de déménager dans votre ville j'aimerais savoir comment inscrire mon fils à la cantine scolaire;Première Inscription scolaire-changement d'école;03 - Education
bonjour je viens d'arriver dans votre ville j'aimerais inscrire mon fils dans votre école;Première Inscription scolaire-changement d'école;03 - Education
je viens pour une histoire de mon enfant dans une école publique;Première Inscription scolaire-changement d'école;03 - Education
je souhaite changer l'école de mes enfants;Première Inscription scolaire-changement d'école;03 - Education
je souhaite obtenir une dérogation pour inscrire mon fils dans une autre dans un autre secteur que celui où nous sommes attachés;Première Inscription scolaire-changement d'école;03 - Education
bonjour on vient de déménager et du coup je t'aurais changer d'école mes enfants;Première Inscription scolaire-changement d'école;03 - Education
je viens d'aménager à Saint-Gély et je voudrais inscrire mon enfant à l'école;Première Inscription scolaire-changement d'école;03 - Education
je souhaite changer l'école de mes enfants;Première Inscription scolaire-changement d'école;03 - Education
je souhaite obtenir une dérogation pour inscrire mon fils dans une dans un autre secteur que celui une chambre attaché;Première Inscription scolaire-changement d'école;03 - Education
bonjour je viens pour l'inscription de mon enfant sur le groupe scolaire les cigales;Première Inscription scolaire-changement d'école;03 - Education
mon enfant change d'école;Première Inscription scolaire-changement d'école;03 - Education
je souhaite obtenir une dérogation pour inscrire mon fils dans un autre secteur que celui où nous sommes rattaché;Première Inscription scolaire-changement d'école;03 - Education
je souhaite inscrire mes jumeaux à l'accueil du matin du midi et du soir;Inscription Périscolaire (Cantine et Accueil);03 - Education
bonjour Julien pour inscrire ma fille pour la cantine et je vais aussi voir pour la garde du matin;Inscription Périscolaire (Cantine et Accueil);03 - Education
je souhaite inscrire mes jumeaux à l'accueil du matin du midi et du soir;Inscription Périscolaire (Cantine et Accueil);03 - Education
je veux que mes enfants déjà le restaurant scolaire municipal;Inscription Périscolaire (Cantine et Accueil);03 - Education
je dois faire mon enfant restaurant l'école;Inscription Périscolaire (Cantine et Accueil);03 - Education
je dois mettre mon enfant à la crèche et il n'est pas inscrit;Inscription Périscolaire (Cantine et Accueil);03 - Education
je veux que mes enfants ont des genoux au restaurant scolaire municipal;Inscription Périscolaire (Cantine et Accueil);03 - Education
je vais t'inscrire à mes jumeaux à la queue du matin du midi et du soir;Inscription Périscolaire (Cantine et Accueil);03 - Education
bonjour je viens gérer les horaires de tape pour mes enfants pour qu'ils soient inscrits;Inscription Périscolaire (Cantine et Accueil);03 - Education
j'aimerais faire l'inscription au périscolaire pour ma fille;Inscription Périscolaire (Cantine et Accueil);03 - Education
je souhaite inscrire mes jumeaux à l'accueil du matin du midi et du soir;Inscription Périscolaire (Cantine et Accueil);03 - Education
je viens enregistrer mon petit à la cantine;Inscription Périscolaire (Cantine et Accueil);03 - Education
je souhaite inscrire mes jumeaux à la queue du matin du midi et du soir;Inscription Périscolaire (Cantine et Accueil);03 - Education
je veux que mes enfants déjeune au restaurant scolaire municipal;Inscription Périscolaire (Cantine et Accueil);03 - Education
je viens de déposer un dossier d'inscription à la cantine;Inscription Périscolaire (Cantine et Accueil);03 - Education
je viens pour remplir la fiche d'inscription de mon enfant à la cantine;Inscription Périscolaire (Cantine et Accueil);03 - Education
j'aimerais arrêter l'inscription à la cantine de mon fils;Inscription Périscolaire (Cantine et Accueil);03 - Education
je souhaite inscrire mes jumeaux à l'accueil du matin du midi et du soir;Inscription Périscolaire (Cantine et Accueil);03 - Education
je veux que mes enfants déjeuner au restaurant au restaurant scolaire municipal;Inscription Périscolaire (Cantine et Accueil);03 - Education
